query_id,history,gaps_days,target_items
2502,171 565 713 737 1155 1567 2118 2416 2464 2576 2922 2948 3189 3307 3509 3915 3957|315 630 1213 2709 2740 2779 3114 3224 3370 3934 3990,0 175,2 115 505 819 989 1047 1155 2060 2356 2576 3134 3307 3854 3942 3957
2503,64 175 187 316 317 398 497 534 557 567 696 716 860 873 877 964 1039 1209 1345 1373 1375 1406 1479 1528 1572 1625 1662 1946 2034 2207 2245 2291 2408 2442 2462 2575 2629 2648 2755 2871 2928 2930 2972 2973 3169 3240 3296 3357 3427 3516 3624 3695 3745 3756 3904|16 185 221 245 256 630 637 647 800 838 913 1045 1527 1597 1732 1774 1788 1828 1887 1973 2106 2171 2244 2257 2382 2438 2482 2551 2552 2674 2769 2856 2889 2976 3211 3279 3355 3505 3592 3594 3699 3925 4006,0 451,19 32 89 157 185 345 358 374 557 609 630 637 688 705 752 860 881 891 905 1091 1173 1257 1295 1352 1360 1423 1438 1525 1597 1764 1771 1774 1792 1827 1861 1870 2176 2244 2257 2336 2357 2382 2386 2438 2446 2515 2519 2522 2669 2677 2693 2766 2769 2785 2806 2876 3141 3153 3196 3277 3296 3370 3382 3404 3409 3512 3580 3594 3689 3729 3745 3796 3910 3996 4040
2504,30 144 185 214 253 257 361 384 469 476 533 556 634 930 1010 1054 1128 1188 1210 1437 1470 1583 1613 1698 1707 1949 2110 2121 2157 2286 2796 3135 3146 3255 3348 3396 3515 3758 3899 3922 3948 4014|687 1054 1529 1804 2796 3557 3711|65 513 916 1919 2170 2293 2437 3785 3950|362 1010 1054 1437 2437 2724 2796 3557 3813|152 576 634 687 778 852 888 1128 1131 1479 1830 2281 2416 2453 2470 2489 2503 2679 2796 3012 3139 3178 3310 3461 3515 3708 3730 3942 3976,0 59 8 124 31,362 576 716 822 1128 1510 1883 2210 2436 3075 3232 3813 4025
2505,89 489 800 913 1127 1213 1251 1810 1934 1973 2167 2257 2382 2400 2482 2769 2819 2921 3190 3231 3492 3556 3699 3748 3876 3955|190 213 388 392 444 489 800 884 913 951 1229 1334 1603 1934 2141 2150 2156 2167 2196 2400 2523 2571 2596 3006 3231 3478 3876 4071|190 800 913 1254 1331 1361 1585 1717 1934 2167 2400 3231 3761 3876,0 155 194,139 190 489 756 800 833 913 951 1212 1275 1546 1596 1742 1826 1846 1934 2096 2141 2156 2167 2196 2361 2377 2400 2421 2523 2596 2819 2857 3006 3231 3375 3478 3490 3696 3876
2506,140 630 892 927 1010 1418 1583 1613 1638 2618 2740 2753 2965 3180 3310 3462 3592 3787 4032|23 219 738 775 1010 1213 1321 1529 1531 1638 1675 1968 2429 2724 2779 3018 3224 3344 3441 3621 3634 3739 3852 4066|171 314 439 453 600 873 968 1010 1438 1638 1647 1756 1945 2576 3454 3516 3813 3976|23 30 763 1051 1129 1529 1939 1977 2281 2350 2394 2416 2470 2740 2909 2932 2935 3029 3164 3344 3392 3829|42 104 405 532 719 751 1155 1224 1333 1638 2118 2197 2357 3215 3307 3344 3649 3990|30 58 150 255 353 477 713 763 874 1055 1112 1527 1529 1638 1784 2096 2343 2350 2537 2600 2655 2784 2822 2880 3174 3193 3315 3352 3829 4032|115 224 235 255 301 317 453 581 699 846 948 1180 1214 1262 1551 1568 1838 1849 2060 2072 2365 2415 2521 2617 2626 2744 2838 3029 3059 3075 3224 3344 3378 3409 3680|58 104 763 948 1035 1128 1155 1183 1282 1638 1988 2350 2474 2513 2537 2655 2676 2935 2950 3057 3154 3626 3689 3952 4069,0 93 103 22 22 241 34 61,87 687 751 1112 1568 1828 2118 2124 2193 2509 2537 2538 2748 2820 2978 3174 3238 3806
2507,20 27 309 744 852 1201 1333 1837 2197 2379 2661 2685 2757 2906 3193 3298 3571 3574 3981|657 835 2402 2853 3331 3404 3908,0 41,345 961 2464 2661 3097 3813 4051
2508,50 214 1436 1656 1964 2425 2432 2679 2779|626 798 1129 1134 1138 1255 1607 1925 1964 2609 2660 2929 3293 3403 3813 3829|24 98 145 772 814 1004 1260 1623 1653 2164 2175 2290 2326 2347 2367 2653 2721 2728 2846 3068 3400|478 1355 1422 1925 1976 2258 2658 2796 3377 3834|798 1598 1656 1976 2063 2172 2210 2258 2609 2703 2926 3407 3910 3963|89 455 919 1129 1536 1761 1964 2063 2098 2382 2769 2921 2966 3190 3377 3492 3699 3829 3834 3955|626 1598 1656 1761 1964 2172 2210 2416 2609 2703 2810 3403 3829|230 546 626 878 1010 1134 1933 2609 2929 3054 3587 3783 3813 3834 4038|24 98 457 1126 1129 1964 2172 2185 2658 2805 3400 3817|1433|98 1598 1761 1846 1964 2703 2966 3829 4038 4069|63 104 546 1036 1129 1134 1387 1846 2416 2810 3293 3403 3813 4069|63 230 1036 1225 1387 1846 2210 2258 2948 3054 3834|104 546 700 716 1010 1126 1129 1225 1761 1846 2258 2660 3178 3829 4038 4069|202 1036 1143 1241 1324 1387 2258 2419 2523 2793 2810|47 113 207 351 595 709 732 827 1088 1323 1324 1328 1370 1427 1722 1727 1757 1780 1841 1850 1982 2051 2084 2217 2245 2251 2326 2335 2345 2534 2854 3050 3191 3200 3225 3239 3410 3443 3667 3720 3792 3847 3857 3913|213 282 314 687 874 1761 1850 1932 2031 2156 2357 2396 2419 2949 2966 3075 3407 3490 3995 4038|260 322 973 1070 1203 1262 1709 1724 1838 2357 2413 2810 2913 3243 3680 3993|213 626 687 874 1262 1437 1527 1964 2039 3075 3490 4038|260 405 684 1437 1724 1761 1932 1994 2416 2715 2810 2948 3243 3526 3634 3829|687 874 1761 1966 2156 2258 2416 2419 2948 3490 3680 3966 4038|11 213 405 727 1437 1496 1527 1964 2016 2039 2409 2419 2537 2810 3122 3174 3414 3821 3829|282 405 577 843 1214 1216 1395 1590 2108 2156 2396 2422 2433 2537 2540 2580 2658 3057 3075 3122 3468 3729 3733 3789 3993|314 577 930 1010 1226 1437 1537 1546 2156 2416 2580 2609 2805 2916 2948 3293 3750 3774 3829 3871|63 108 153 632 833 1010 1036 1046 1226 1387 1605 1846 1906 1964 2120 2318 2347 2367 3375 4069|230 546 722 932 980 1883 2210 2416 2473 2725 3054 3136 3694 3814 4038|17 24 63 104 108 153 230 463 546 787 833 1036 1225 1328 1387 1437 1527 1814 1846 1953 1965 2108 2156 2169 2175 2580 2596 2667 2701 2799 3054 3152 3609 3697 3830 4038 4069,0 5 2 6 89 28 130 21 21 0 25 16 7 12 7 2 21 24 28 35 31 18 28 43 39 9 46,153 230 489 556 635 753 897 1138 1778 2162 2210 2326 2347 2458 2639 2796 2810 2916 2991 3225 3239 3454 3611 3814 4007 4038
2509,77 99 548 1331 1617 1977 2169 2379 2747 3455 3876|159 1345 1529 3361 3876|77 260 512 754 874 1265 1331 1394 1585 1761 2400 3455 3621|640 972 1216 1414 2096 3889,0 22 52 225,1529 2096
2510,495 545 1355 1837 2405 2692 2932 2964 2966 2991 3072 3403|2405,0 16,82 153 260 282 606 843 874 913 1761 1771 1905 2459 2636 2715 2745 2906 2916 3176 3243 3339 3587 3710 3789
2511,454 517 600 642 1129 1146 1218 1334 1857 1870 1964 2293 2379 2612 2814 2966 3175 3293 3580|454 3403|23 424 434 454 495 737 781 874 1126 1146 1155 1162 1213 1218 1250 1610 1870 1977 2118 2252 2293 2324 2357 2426 2432 2544 2576 2644 2919 3103 3175 3284 3307 3343 3361 3362 3373 3641 3715 3783 3807|77 454 724 1146 1184 1218 1857 1870 2694 2783 3293 3490 3556 3819 3920 3995|121 139 200 213 396 439 453 554 566 600 651 751 854 943 1076 1155 1213 1282 1334 1387 1827 1988 2007 2118 2156 2293 2296 2378 2432 2576 2691 2797 2812 3103 3295 3307 3343 3551 3580 3681 3952 4062,0 26 165 140 212,396 495 600 751 781 1076 1250 1282 1387 2293 2432 2966 3403
2512,557 565 589 737 751 791 953 961 1014 1168 1371 1615 1682 1903 1908 2185 2225 2282 2375 2454 2576 2646 2662 2871 2997 3020 3042 3078 3158 3250 3305 3307 3315 3417 3586 3705 3822 3993|466 1083 1394 2826 4060|77 380 536 589 698 903 1213 1251 1371 1838 1921 1964 2289 2378 2416 2662 2779 3007 3042 3075 3078 3149 3220 3315 3356 3597 3650 3680 3897 3920 3937|3486,0 11 172 22,183 233 589 1111 1148 1532 1798 2576 2918 3007 3063 3078 3205 3224 3266 3290 3307 3315 3343 3727 3897
2513,20 71 140 361 401 409 511 688 809 811 871 915 916 999 1011 1024 1043 1201 1254 1280 1331 1411 1451 1559 1583 1585 1693 1717 1764 1807 1828 1945 1964 2003 2047 2089 2132 2154 2322 2363 2420 2438 2515 2694 2740 2861 2932 2966 2973 2979 3033 3061 3128 3178 3193 3197 3235 3298 3310 3324 3331 3390 3392 3404 3432 3481 3505 3761 3790 3827 3829 3870 4027 4032|20 30 158 245 314 317 367 533 619 630 752 754 769 895 963 1091 1233 1234 1254 1260 1331 1357 1423 1491 1504 1519 1559 1585 1598 1717 1807 1861 1934 1964 2167 2178 2448 2466 2467 2489 2515 2581 2599 2678 2693 2708 2740 2932 2970 3183 3196 3197 3231 3256 3299 3344 3366 3397 3404 3413 3468 3470 3530 3729 3761 3840 3853 3865 3873 3876 4008 4032 4040 4078|161 217 315 378 385 488 554 619 714 860 1055 1312 1354 1585 1652 1675 1717 1756 2013 2014 2087 2291 2400 2541 3231 3326 3332 3621 3898 3920|20 140 245 281 512 630 754 895 913 968 999 1091 1129 1180 1254 1260 1331 1341 1361 1482 1576 1582 1585 1656 1934 1957 1964 2090 2132 2365 2400 2560 2581 2611 2740 2805 2827 2932 3029 3033 3072 3114 3231 3299 3358 3362 3366 3370 3392 3404 3413 3498 3647 3761 3785 3790 3827 3829 3853 3865 3870 3934 4028 4065 4078|25 190 282 428 511 637 800 913 963 1105 1113 1246 1254 1331 1340 1361 1486 1525 1575 1585 1598 1646 1717 1743 1764 1817 1867 1948 2039 2131 2170 2248 2363 2395 2400 2413 2509 2533 2603 2669 2703 2729 2913 2991 3141 3231 3258 3342 3344 3403 3404 3421 3437 3467 3518 3520 3645 3761 3782 3801 3876 3925 3969 4009|100 137 175 282 334 345 367 511 512 752 860 968 999 1205 1360 1423 1768 1839 1861 2041 2106 2248 2266 2342 2387 2438 2466 2509 2522 2547 2693 2708 2717 2734 2806 2975 3169 3196 3265 3365 3385 3404 3468 3470 3499 3747 3819 3844 4040|29 77 86 162 226 232 361 431 512 531 601 708 752 754 800 853 874 901 913 937 963 968 973 1058 1133 1214 1254 1323 1326 1331 1369 1423 1525 1527 1575 1583 1585 1626 1699 1768 1807 1861 1883 1896 1934 1939 1945 2003 2025 2039 2096 2117 2205 2248 2281 2343 2361 2438 2617 2651 2843 2857 2876 2905 2916 2932 2946 2975 3085 3164 3193 3231 3371 3377 3392 3403 3404 3465 3468 3517 3522 3690 3708 3723 3761 3789 4032 4053 4063|86 125 128 158 162 180 185 226 241 281 282 333 361 456 477 503 511 512 531 601 630 713 815 853 871 901 913 914 1005 1168 1254 1295 1340 1429 1482 1559 1576 1585 1634 1707 1717 1756 1772 1807 1934 1935 2025 2039 2051 2066 2096 2115 2117 2167 2173 2278 2323 2329 2400 2473 2504 2509 2533 2576 2581 2612 2626 2651 2655 2670 2689 2717 2876 2889 2909 2932 2966 2979 3178 3258 3294 3377 3390 3403 3404 3467 3498 3517 3583 3626 3722 3761 3790 3819 3820 3827 3849 3864 3876 3932 3942|86 140 162 190 531 630 648 800 913 963 1214 1254 1268 1331 1361 1525 1585 1717 1764 1934 2025 2039 2096 2132 2167 2329 2363 2400 2581 2669 2740 2857 2905 2932 3231 3366 3392 3404 3517 3761 3876 4032|86 140 162 190 531 630 648 800 913 963 1214 1254 1268 1331 1361 1525 1585 1717 1764 1934 2025 2039 2096 2132 2167 2329 2363 2400 2581 2669 2740 2857 2905 2932 3231 3366 3392 3404 3517 3761 3876 4032|78 86 125 135 158 162 219 345 367 385 423 507 512 605 630 654 754 758 800 841 874 913 939 1025 1091 1205 1214 1219 1254 1268 1300 1331 1357 1361 1416 1504 1559 1585 1594 1605 1675 1717 1798 1807 1909 1921 1934 1968 2025 2096 2117 2118 2132 2167 2178 2184 2329 2332 2400 2405 2466 2544 2581 2678 2729 2732 2740 2744 2805 2820 2857 2903 2905 2919 2932 2976 3018 3033 3121 3197 3231 3366 3392 3404 3517 3654 3761 3819 3876 3922 3948 4032|3155,0 91 21 111 189 0 132 89 19 0 0 4,24 77 139 162 185 214 217 293 340 388 392 393 396 416 423 512 648 705 752 758 795 807 827 853 871 874 913 1070 1091 1250 1300 1415 1423 1482 1535 1571 1585 1598 1742 1861 1894 1919 1945 2014 2025 2033 2096 2106 2108 2124 2156 2167 2178 2278 2281 2329 2360 2400 2438 2459 2464 2473 2521 2571 2576 2670 2703 2820 2830 2857 2871 2916 2946 2952 3021 3037 3052 3117 3131 3164 3178 3182 3214 3231 3310 3377 3398 3404 3458 3502 3583 3761 3820 3864 3899 3915
2514,4 292 381 726 778 1088 1521 1710 1784 1871 2094 2379 2416 2438 2487 2548 3912 3919|658 958 1152 1185 1390 1761 1859 2042 2153 2210 2379 2431 2438 2678 2900 3200 3564 3764 3947|260 1129 1218 1511 1536 1627 1761 1964 2416 2533 2694 2715 2864 2948 3078 3088 3243 3597 3829,0 83 330,1387 2100 3780
2515,752 1011 1576 1585 1609 2106 2311 2386 2400 2677 2757 2871 2895 3033 3298 3536 3669|70 280 536 800 973 1340 1536 1866 1934 1952 2122 2400 2871 2913 2929 3231 3298 3629 3804 3876 3939 3965|486 581 611 630 752 1011 1576 1870 2106 2343 2386 2522 2533 2651 2913 3362 3797 3908 4009,0 112 252,70 162 339 800 913 973 1536 1866 1934 2025 2400 2596 2857 2898 3231 3298 3866 3876 3965
2516,9 36 59 158 609 630 637 754 853 951 1007 1142 1423 1559 1576 1582 1598 1717 1764 1777 1861 1900 1939 1957 2089 2110 2156 2206 2281 2291 2400 2470 2491 2522 2558 2581 2596 2677 2788 2805 2966 3164 3192 3392 3403 3449 3481 3498 3890|9 36 59 158 609 630 637 754 853 951 1007 1142 1423 1559 1576 1582 1598 1717 1764 1777 1861 1900 1939 1957 2089 2110 2156 2206 2281 2291 2400 2470 2491 2522 2558 2581 2596 2677 2788 2805 2966 3164 3192 3392 3403 3449 3481 3498 3890|59 489 554 609 630 688 1598 1662 1836 1939 2079 2167 2281 2470 2522 2581 2677 2805 2919 3164 3175 3449|36 59 235 315 609 630 1007 1234 1334 1598 2089 2522 2581 2677 2703 2740 3192 3392 3404 3890 4032|1777 2788|259 630 637 660 853 1011 1246 1576 1598 1764 1777 1939 2110 2470 2581 2613 2703 2740 2746 2919 2966 3164 3342 3392 3403 3890 4032|630 2581 2613 2746 4032|104 155 294 315 609 630 947 1129 1205 1225 1582 1717 1777 2089 2110 2150 2207 2400 2482 2522 2558 2596 2613 2677 2703 2740 2746 2765 2769 2788 3273 3392 3404 3468 3492 3699 3984 4032|78 295 630 884 1011 1576 1582 1717 1777 2150 2156 2206 2400 2677 2740 2966 3392 3490 4032|140 369 512 609 1058 1091 1357 1598 1777 2248 2522 2558 2596 2703 2788 2895 2975 3392 3773|315 433 488 1205 1598 1939 2281 2385 2408 2541 2703 3224 3326 3332 3840|68 1254 1331 1585 1598 1717 1939 2281 2470 2613 2746 3392 3404 3761 3773|68 315 445 630 748 1205 1244 1598 2065 2545 2703 3224|369 526 752 1325 1398 1717 1861 1939 2156 2387 2613 3466 3556 3761 3773 3888 3974|158 526 853 1254 1398 1464 1559 1585 1756 2363 2499 2558 2677 2709 3197 3224 3404 3445 3466 3645 3890|488 748 752 1205 1278 1357 1423 1598 1756 1861 1939 2281 2470 2540 2541 2545 2558 2703 3164 3197 3326 3332 3445 3645 3773 3948|68 86 315 748 1205 1254 1675 1721 1756 2025 2465 2499 2545 2709 3224 3445 3556 3645 3761 3773|315 369 526 1205 2332 2470 2732 2903 3224 3445 3645 3773|86 445 884 1254 1331 2025 2156 2499 2898 2903 3445 3645 3761 3948|2898 3551 3948|489 748 913 1582 1598 2065 2156 2167 2206 2596 3224 3773|577 1039 1934 3147 3404 3645 3821|68 86 369 489 577 884 913 951 1205 1254 1331 1585 1717 1756 2025 2150 2156 2167 2387 2400 2596 2898 3224 3551 3761 3773|213 369 1598 1939 2274 2281 2470 2499 2545 2903 3164 3773 3948|748 835 1398 1598 2379 3629 3645 3948|445 835 1205 1598 2193 2332 2379 2703 2927 3948|213 835 2379 2703 3629|53 257 489 699 815 860 939 970 995 1119 1205 1224 1415 1568 1743 1934 1939 2207 2281 2317 2329 2330 2379 2387 2537 2545 2548 2703 2705 2732 2806 2882 2936 3012 3087 3164 3199 3275 3330 3406 3451 3629 3645 3948 4034,0 0 12 5 1 14 8 18 22 48 13 7 14 7 19 14 36 14 18 15 13 8 12 36 21 18 12 32,1598
2517,185 292 930 1010 1160 2438 3178|1213 1761 2779 3100 3920|185 362 383 1199 1567 1851 1965 2075 2576 2995 3152 3173 3246 3572 3813|989 1788 2356 2510 2576|1783 2576 3813|185 687 1527 1986 2091 2636 2915 3514|1160 3136 3224 3266 3473 3656 3727|1047 1083 1281 1394 2576 2820 3813 3980,0 84 167 33 12 206 97 41,185 274 2576 2915 3656 3980
2518,16 285 361 405 471 545 687 711 890 1162 1184 1246 1292 1357 1368 1479 1511 1597 1756 1784 2003 2116 2352 2357 2364 2379 2430 2438 2446 2580 2805 2950 2953 3061 3064 3076 3146 3193 3269 3273 3321 3534 3729 3829 3907 3950 3990|16 125 156 173 245 324 384 412 476 605 614 615 632 641 687 784 826 1055 1084 1224 1437 1481 1525 1527 1536 1575 1583 1742 1809 1905 1936 2031 2089 2255 2293 2324 2357 2364 2396 2438 2486 2517 2580 2617 2689 2745 2873 2889 2940 2995 3518 3534 3551 3598 3694 3729 4051,0 48,2292
2519,158 637 1011 1251 1764 2106 2363 2844 3197|526 579 1310 1934 2039 2509 2636 2643 2740 2808 2822 3075 3176 3258 3269 3311 3366 3377 3948,0 332,2 121 751 1168 1300 1594 2463 2538 2676 2744 2844 2932
2520,345 384 493 630 1089 1234 1608 1793 1839 2081 2095 2404 2432 2576 2717 2779 3647 3689 3795 3953|134 140 384 403 454 456 486 752 759 772 825 1089 1146 1251 1387 1437 1758 1846 1870 2154 2370 2404 2522 2523 2548 2617 2618 2620 2721 2757 2779 2844 3072 3197 3362 3369 3455 3481 3498 3536 3567 3635 3795 3994|384 454 486 1870 2523 2548 2929 3128 3362|127 158 370 384 454 752 825 938 964 1251 1423 1559 1861 1870 2106 2285 2370 2548 2844 3098 3196 3235 3468|127 486 493 717 759 1045 1051 1647 1994 2095 2295 2522 2548 2844 3098 3130 3362 3365 3515 3634 3689 3768 3784|172 245 630 776 1380 1400 1437 1479 1559 1632 2286 2393 2446 2548 2783 2794 2812 3078 3159 3197 3235 3362 4011|18 60 238 262 677 715 789 938 1091 1398 1420 1483 1595 1712 1919 2350 2522 2771 2844 2990 3063 3186 3455 3671 3775 3971 3977|158 191 294 454 883 938 1437 1559 1870 1964 2353 2605 2757 2916 3197 3365 3407 3908 3984|158 495 511 630 751 752 763 908 938 1423 1437 1559 1830 1861 2095 2106 2522 2548 2576 2844 3145 3197 3515 3689 3783|115 384 535 1036 1276 1437 1609 1871 1938 2185 2264 2296 2404 2464 2523 2779 2844 2974 3048 3817 3822 3850 4054|751 772 1309 1846 2022 2081 2363 2523 2576 2721 2779 2844 3033 3098 3307 3498 3588 3689|28 314 408 454 1437 2343 2509 2522 2674 2757 2779 3258 3279 3365 3920 4027|486 495 1437 1828 2260 2376 2382 2769 2965 3061 3064 3065 3176 3197 3258 3362 3410 3588 3592 3689 3920|156 486 630 881 1213 1369 1559 1916 2095 2306 2343 2548 2909 2933 3197 3412 3468 3515 3723|4 314 381 607 1180 1323 2030 2039 2343 2357 2509 2522 2670 2740 2779 3362 3365 3496 3827|108 115 207 314 595 920 1012 1262 1437 1800 1870 2022 2095 2473 2683 2779 2844 3079 3197 3689|160 185 314 456 752 920 1029 1091 1285 1585 1700 2006 2082 2089 2124 2596 2748 2779 2911 3079 3588|115 713 742 751 958 1532 1846 2033 2066 2169 2185 2296 2463 2464 2523 2576 2678 2820 2889 2974 3048 3145 3307 3626 3644,0 37 31 10 55 38 20 18 90 30 25 69 42 52 63 35 37 24,171 486 572 622 1214 1262 2039 2437 2576 2779 3098 3307
2521,519 646 800 1259 2352 2400 2671 3149 3157 3231 3876 4060|1597 2438 2844|1118 1934 2110 2400 2613 3876 4060|406 1025 1686 1761 2636 2885 2929 3231|25 176 245 536 579 589 709 800 999 1010 1074 1340 1576 1598 1658 1671 1761 1813 1996 2301 2352 2400 2438 2571 2596 2607 2844 2913 2929 3007 3231 3276 3404 3672 3876|11 39 199 526 579 660 727 800 913 1213 1495 1598 1822 1838 1921 1934 1986 2016 2056 2096 2167 2400 2526 2610 2643 2857 2898 2929 3414 3445 3672 3680 3877|11 39 76 199 260 406 519 727 827 913 1025 1259 1461 1495 1686 1742 1822 1832 1838 1921 1986 2016 2056 2096 2137 2156 2289 2526 2610 2643 2857 2869 2898 3042 3149 3224 3414 3680 3848 3877 4009 4060|11 39 76 245 406 526 589 800 1025 1118 1213 1495 1686 1822 1832 1838 2016 2056 2096 2483 2526 2844 2857 2869 3445 3672 3877|199 260 526 589 1111 1495 1658 1671 1742 1838 1921 2167 2400 2483 2526 2857 3007 3445 3680 3897|11 39 76 536 589 657 727 800 843 1091 1111 1213 1259 1461 1495 1671 1808 1832 1921 2016 2096 2137 2289 2438 2483 2610 2857 2869 2929 3224 3414 3445 3680 3877|11 39 76 245 646 770 843 1091 1213 1259 1822 1832 2056 2096 2137 2869 3586 3650 3680 3700 3877 4060|68 657 913 1598 2056 2096 2167 2598 2844 2929 3212|76 245 660 913 1495 1832 1921 1934 2056 2096 2110 2137 2167 2400 2483 2610 2869 3212 3672 3680 4060|162 199 657 660 770 800 913 1010 1761 2016 2096 2610 2929 3672 3680 4009|11 39 139 519 1111 1259 1832 1996 2016 2137 2282 2868 2869 3586 3650 3680 3877|11 39 76 139 199 245 260 519 536 646 660 800 913 1091 1118 1259 1495 1742 1808 1838 1934 2096 2137 2167 2400 2526 2596 2610 2857 2898 2929 3157 3672 3680 3877|162 770 843 1118 1996 2096 2167 2282 2400 2598 2610 2857 2868 2929 3586 3672 3680 4060|11 39 245 260 727 770 843 1010 1091 1111 1808 2096 2282 2438 2868 3414 3586 3650 3680 3877|139 245 519 1259 1598 1742 1761 2096 2156 2167 2438 2571 2596 2610 2703 2844 2857 2898 3224 3680|118 153 200 617 1129 1226 2135 2432 2437 2513 2576 2661 2799 2830 2873 3224 3293 3295 3344 3750 3813|118 153 200 531 617 1129 1226 1881 2096 2135 2167 2432 2437 2513 2576 2661 2799 2830 2857 2873 2906 3172 3220 3293 3295 3308 3344 3750 3813|245 297 531 901 1148 1216 1243 1277 1326 1415 1590 1881 2110 2329 2400 2521 2661 2844 2906 2929 3172 3220 3308 3680 3697 3774|139 200 245 536 648 800 843 901 913 1091 1216 1259 1326 1881 1934 1964 2096 2167 2329 2400 2438 2632 2844 2857 2929 3172 3220 3224 3295 3308 3672 3680|200 531 617 648 1243 1277 1761 2329 2521 2830 2906 3224 3750|199 519 531 800 913 1326 1742 1934 2096 2167 2400 2437 2521 2632 2830 2844 2857 2873|519 617 1129 2432 2521 3750|2799,0 12 31 24 1 33 0 14 13 9 6 11 6 9 6 7 14 19 6 26 0 17 14 7 11 4 0,72 153 245 612 648 660 901 1091 1129 1148 1326 2096 2400 2432 2437 2521 2576 2598 2830 2929 3037 3220 3344 3680 3774
2522,204 383 401 497 613 811 848 853 870 1101 1134 1158 1465 1478 1633 1704 1846 1925 2107 2379 2419 2438 2740 2879 2930 3192 3336 3426 3606 3705 3708 3834|24 198 279 454 722 853 874 1010 1387 1453 1806 1830 1857 1870 1898 2175 2258 2438 2458 2523 2666 3521 3819 3834|104 279 483 848 1453 1633 2010 2059 2966 3126 3403 3721 3819|345 660 822 1212 1288 1437 1691 1883 2156 2501 2609 2717 2942 3708 3861,0 270 17 331,3241
2523,195 295 317 600 641 714 1280 1572 1856 2617 2797 2814 3193 3235 3527 3545 3648 3790|1441 1690 1959 3052 3805|89 314 834 962 1444 1510 2382 2419 2438 2443 2509 2679 3634 3636 3662 4027 4032|9 77 194 214 260 365 465 511 834 1830 1997 2027 2098 2114 2419 2679 2916 3105 3243 3634 3708 3715 3829 4011|157 477 546 565 602 982 1039 1525 1643 1662 1682 1965 1980 2570 2576 2707 2889 2919 3054 3139 3152 3235 3705 3715 3923 4038 4051|214 511 579 958 1643 1682 1830 1850 1965 1997 2027 2098 2114 2170 2419 2438 2570 2679 2805 3152 3158 3490 3708|138 180 282 477 577 787 963 1003 1437 1905 2189 2597 2716 2745 2796 3087 3174 3178 3185 3404 3420 3490 3493 3636 3710 3754 3830 3851 3899 3925 3931|226 531 600 763 1224 1254 1281 1575 1721 1977 2167 2318 2670 3193 3518 3620,0 148 0 84 23 7 334 13,412 531 913 948 1437 1506 1717 1742 2167 2189 2525 2796 3014 3087 3168 3232 3339 3490 3636 4013
2524,292 304 500 1005 1055 1218 1262 1411 2416 2694 3221 3920 3990|104 157 199 223 256 292 345 557 874 884 930 1010 1162 1184 1262 1360 1553 1610 1928 2144 2150 2423 2442 2503 2763 3006 3123 3192 3390 3672 3813 3819|930 1010 1162 1262 1986 2091 2442 3338 3813|1262 3338 3813|518 1031 1281 3813|557 1262 1610 2442 2919 3813,0 40 60 13 65 29,1262 1553 1610 2553
